start time,1632908804.270823
times of actions,"[[0, 0.0029823780059814453], [1, 0.2840414047241211], [0, 0.0050008296966552734], [1, 0.34904026985168457], [0, 0.00899958610534668], [1, 0.5945072174072266], [0, 0.01074361801147461], [1, 0.5829999446868896], [0, 0.011968135833740234], [1, 0.5469865798950195], [0, 0.0060007572174072266], [1, 0.4790010452270508], [0, 0.0060007572174072266], [1, 0.4009993076324463], [0, 0.005000591278076172], [1, 0.18799376487731934]]"
winner,blue
game,47
iterations,26
times of actions,"[[0, 0.003002166748046875], [1, 0.14904212951660156], [0, 0.009952306747436523], [1, 0.23100018501281738], [0, 0.010000228881835938], [1, 0.25499582290649414], [0, 0.005996227264404297], [1, 0.23799729347229004], [0, 0.004997730255126953], [1, 0.2669951915740967], [0, 0.00599980354309082], [1, 0.3420443534851074], [0, 0.009999513626098633], [1, 0.6010286808013916], [0, 0.010955572128295898], [1, 0.5999994277954102], [0, 0.009961366653442383], [1, 0.5870139598846436], [0, 0.006002664566040039], [1, 0.5529971122741699], [0, 0.004959821701049805], [1, 0.47499966621398926], [0, 0.00600123405456543], [1, 0.4219989776611328], [0, 0.0050008296966552734], [1, 0.2940022945404053]]"
winner,blue
game,48
iterations,38
times of actions,"[[0, 0.0029990673065185547], [1, 0.09299755096435547], [0, 0.004000425338745117], [1, 0.10900163650512695], [0, 0.00500035285949707], [1, 0.16103672981262207], [0, 0.00496363639831543], [1, 0.2529900074005127], [0, 0.0069544315338134766], [1, 0.27399682998657227], [0, 0.0049991607666015625], [1, 0.25499939918518066], [0, 0.004998683929443359], [1, 0.2559995651245117], [0, 0.006000041961669922], [1, 0.22294163703918457], [0, 0.00403594970703125], [1, 0.38699841499328613], [0, 0.005998849868774414], [1, 0.40334081649780273], [0, 0.004961967468261719], [1, 0.36899781227111816], [0, 0.00395965576171875], [1, 0.39899539947509766], [0, 0.0040013790130615234], [1, 0.40400052070617676], [0, 0.0060007572174072266], [1, 0.5589981079101562], [0, 0.010999917984008789], [1, 0.3829991817474365], [0, 0.00400090217590332], [1, 0.5580008029937744], [0, 0.0049991607666015625], [1, 0.28200340270996094], [0, 0.006002187728881836], [1, 0.34600019454956055], [0, 0.0060024261474609375], [1, 0.28999972343444824]]"
winner,blue
game,49
iterations,16
times of actions,"[[0, 0.0019991397857666016], [1, 0.10003805160522461], [0, 0.002998828887939453], [1, 0.1549994945526123], [0, 0.006000518798828125], [1, 0.21899771690368652], [0, 0.006001472473144531], [1, 0.426530122756958], [0, 0.005999565124511719], [1, 0.40199971199035645], [0, 0.006001710891723633], [1, 0.40004539489746094], [0, 0.0049970149993896484], [1, 0.37399888038635254], [0, 0.004000425338745117], [1, 0.3149983882904053]]"
winner,blue
game,50
iterations,18
times of actions,"[[0, 0.003000020980834961], [1, 0.2670419216156006], [0, 0.004999637603759766], [1, 0.2807447910308838], [0, 0.009985685348510742], [1, 0.35004234313964844], [0, 0.006000041961669922], [1, 0.6819982528686523], [0, 0.004999399185180664], [1, 0.5999600887298584], [0, 0.004999637603759766], [1, 0.5600450038909912], [0, 0.006000518798828125], [1, 0.4750065803527832], [0, 0.009944677352905273], [1, 0.42299890518188477], [0, 0.006040096282958984], [1, 0.29799938201904297]]"
winner,blue
game,51
iterations,18
times of actions,"[[0, 0.003000974655151367], [1, 0.258042573928833], [0, 0.0060002803802490234], [1, 0.2870001792907715], [0, 0.005000591278076172], [1, 0.32599711418151855], [0, 0.0060024261474609375], [1, 0.5639986991882324], [0, 0.005988121032714844], [1, 0.5550034046173096], [0, 0.004999399185180664], [1, 0.5419602394104004], [0, 0.011997699737548828], [1, 0.36099910736083984], [0, 0.006001710891723633], [1, 0.3370373249053955], [0, 0.004000425338745117], [1, 0.21599888801574707]]"
winner,blue
game,52
iterations,26
times of actions,"[[0, 0.00299835205078125], [1, 0.2012639045715332], [0, 0.004999876022338867], [1, 0.21700048446655273], [0, 0.00500035285949707], [1, 0.20593714714050293], [0, 0.006036281585693359], [1, 0.24200963973999023], [0, 0.004998922348022461], [1, 0.23995757102966309], [0, 0.004999637603759766], [1, 0.2539975643157959], [0, 0.004999876022338867], [1, 0.3350098133087158], [0, 0.008958101272583008], [1, 0.582505464553833], [0, 0.01097869873046875], [1, 0.5605368614196777], [0, 0.010965824127197266], [1, 0.5279994010925293], [0, 0.010999441146850586], [1, 0.44099879264831543], [0, 0.006000041961669922], [1, 0.41900157928466797], [0, 0.008998632431030273], [1, 0.294999361038208]]"
winner,blue
game,53
iterations,30
times of actions,"[[0, 0.003001689910888672], [1, 0.19738316535949707], [0, 0.0060040950775146484], [1, 0.22699856758117676], [0, 0.005000591278076172], [1, 0.24400043487548828], [0, 0.00599980354309082], [1, 0.24900078773498535], [0, 0.005000114440917969], [1, 0.25803470611572266], [0, 0.004998922348022461], [1, 0.2759981155395508], [0, 0.009999275207519531], [1, 0.34200477600097656], [0, 0.009881258010864258], [1, 0.6009976863861084], [0, 0.009999275207519531], [1, 0.6571507453918457], [0, 0.010002851486206055], [1, 0.5940566062927246], [0, 0.006040334701538086], [1, 0.6229968070983887], [0, 0.006001710891723633], [1, 0.5160121917724609], [0, 0.0050013065338134766], [1, 0.462998628616333], [0, 0.005001068115234375], [1, 0.3600034713745117], [0, 0.005960702896118164], [1, 0.29199934005737305]]"
winner,blue
game,54
iterations,30
times of actions,"[[0, 0.0019714832305908203], [1, 0.21700048446655273], [0, 0.004998207092285156], [1, 0.24298334121704102], [0, 0.010001420974731445], [1, 0.2660410404205322], [0, 0.010828971862792969], [1, 0.3249983787536621], [0, 0.0060002803802490234], [1, 0.5370018482208252], [0, 0.009999752044677734], [1, 0.37804222106933594], [0, 0.00400233268737793], [1, 0.5960907936096191], [0, 0.005961179733276367], [1, 0.4160425662994385], [0, 0.004001140594482422], [1, 0.27700257301330566], [0, 0.0039997100830078125], [1, 0.4199974536895752], [0, 0.006963014602661133], [1, 0.31600379943847656], [0, 0.0029990673065185547], [1, 0.4220290184020996], [0, 0.004999399185180664], [1, 0.3169991970062256], [0, 0.004001140594482422], [1, 0.3509972095489502], [0, 0.00500035285949707], [1, 0.2969992160797119]]"
winner,blue
game,55
iterations,16
times of actions,"[[0, 0.0060002803802490234], [1, 0.3210413455963135], [0, 0.00600123405456543], [1, 0.40503931045532227], [0, 0.011001348495483398], [1, 0.6220033168792725], [0, 0.01100015640258789], [1, 0.6089982986450195], [0, 0.009999513626098633], [1, 0.5609943866729736], [0, 0.010000467300415039], [1, 0.47504091262817383], [0, 0.005957365036010742], [1, 0.4170088768005371], [0, 0.0099639892578125], [1, 0.2840101718902588]]"
winner,blue
game,56
iterations,17
times of actions,"[[0, 0.003007173538208008], [1, 0.2349855899810791], [0, 0.004999399185180664], [1, 0.23999357223510742], [0, 0.005000114440917969], [1, 0.26894712448120117], [0, 0.009984731674194336], [1, 0.3390007019042969], [0, 0.008999109268188477], [1, 0.6760427951812744], [0, 0.009999513626098633], [1, 0.7380509376525879], [0, 0.010999917984008789], [1, 0.570997953414917], [0, 0.010995149612426758], [1, 0.6920013427734375], [0, 0.011996746063232422], [1, 0.6820037364959717]]"
winner,none
game,57
iterations,14
times of actions,"[[0, 0.002969503402709961], [1, 0.3529236316680908], [0, 0.011040449142456055], [1, 0.6059999465942383], [0, 0.009999990463256836], [1, 0.6919989585876465], [0, 0.004999637603759766], [1, 0.6383969783782959], [0, 0.01000070571899414], [1, 0.6289994716644287], [0, 0.005001068115234375], [1, 0.4509999752044678], [0, 0.006000518798828125], [1, 0.30299973487854004]]"
winner,blue
game,58
iterations,24
times of actions,"[[0, 0.0019855499267578125], [1, 0.13208961486816406], [0, 0.00395965576171875], [1, 0.10274577140808105], [0, 0.004032135009765625], [1, 0.16704297065734863], [0, 0.0037276744842529297], [1, 0.13199067115783691], [0, 0.004000663757324219], [1, 0.3644218444824219], [0, 0.003961801528930664], [1, 0.2680344581604004], [0, 0.002964496612548828], [1, 0.4470202922821045], [0, 0.004971027374267578], [1, 0.5950403213500977], [0, 0.009948253631591797], [1, 0.3059988021850586], [0, 0.003999471664428711], [1, 0.18599843978881836], [0, 0.0019986629486083984], [1, 0.22699832916259766], [0, 0.00599980354309082], [1, 0.2660341262817383]]"
winner,blue
game,59
iterations,20
times of actions,"[[0, 0.0030002593994140625], [1, 0.22400641441345215], [0, 0.005000591278076172], [1, 0.2510037422180176], [0, 0.006722211837768555], [1, 0.24100375175476074], [0, 0.008999347686767578], [1, 0.16778922080993652], [0, 0.00585627555847168], [1, 0.3199434280395508], [0, 0.010999202728271484], [1, 0.5729985237121582], [0, 0.01000070571899414], [1, 0.5599985122680664], [0, 0.010999917984008789], [1, 0.5520544052124023], [0, 0.010039091110229492], [1, 0.5390031337738037], [0, 0.005959033966064453], [1, 0.3220052719116211]]"
winner,blue
game,60
iterations,24
times of actions,"[[0, 0.0020542144775390625], [1, 0.1449909210205078], [0, 0.004948139190673828], [1, 0.1620006561279297], [0, 0.003901243209838867], [1, 0.18399691581726074], [0, 0.007002115249633789], [1, 0.1829969882965088], [0, 0.0060024261474609375], [1, 0.22903990745544434], [0, 0.006000041961669922], [1, 0.4060046672821045], [0, 0.0070018768310546875], [1, 0.47898316383361816], [0, 0.006005764007568359], [1, 0.628002405166626], [0, 0.012000083923339844], [1, 0.47499990463256836], [0, 0.009999275207519531], [1, 0.31504321098327637], [0, 0.005962848663330078], [1, 0.42900800704956055], [0, 0.010999441146850586], [1, 0.31299757957458496]]"
winner,blue
game,61
iterations,18
times of actions,"[[0, 0.003000497817993164], [1, 0.20199942588806152], [0, 0.005001544952392578], [1, 0.15400028228759766], [0, 0.00400090217590332], [1, 0.30098509788513184], [0, 0.009995222091674805], [1, 0.3629930019378662], [0, 0.006000518798828125], [1, 0.5260396003723145], [0, 0.0060024261474609375], [1, 0.34305262565612793], [0, 0.005001544952392578], [1, 0.31099963188171387], [0, 0.0039823055267333984], [1, 0.40801095962524414], [0, 0.005999565124511719], [1, 0.2660036087036133]]"
winner,blue
game,62
iterations,26
times of actions,"[[0, 0.002967357635498047], [1, 0.23801493644714355], [0, 0.004999399185180664], [1, 0.26199936866760254], [0, 0.005001544952392578], [1, 0.2669990062713623], [0, 0.011001110076904297], [1, 0.3420429229736328], [0, 0.010000467300415039], [1, 0.6090412139892578], [0, 0.010036706924438477], [1, 0.625999927520752], [0, 0.007962942123413086], [1, 0.6959967613220215], [0, 0.0070035457611083984], [1, 0.588998556137085], [0, 0.004999876022338867], [1, 0.5509974956512451], [0, 0.004993915557861328], [1, 0.4699976444244385], [0, 0.0049991607666015625], [1, 0.2980377674102783], [0, 0.0059621334075927734], [1, 0.3390390872955322], [0, 0.010000228881835938], [1, 0.26200366020202637]]"
winner,blue
game,63
iterations,30
times of actions,"[[0, 0.0029990673065185547], [1, 0.2330026626586914], [0, 0.005002260208129883], [1, 0.30500006675720215], [0, 0.006002664566040039], [1, 0.5290050506591797], [0, 0.009003639221191406], [1, 0.22773098945617676], [0, 0.00400090217590332], [1, 0.2929980754852295], [0, 0.0030002593994140625], [1, 0.2999989986419678], [0, 0.004000425338745117], [1, 0.37982726097106934], [0, 0.003965139389038086], [1, 0.4027669429779053], [0, 0.003961801528930664], [1, 0.5569944381713867], [0, 0.004998922348022461], [1, 0.5879995822906494], [0, 0.004996061325073242], [1, 0.5735058784484863], [0, 0.00501704216003418], [1, 0.581963300704956], [0, 0.009070634841918945], [1, 0.5270369052886963], [0, 0.011033058166503906], [1, 0.4710071086883545], [0, 0.005980491638183594], [1, 0.4275658130645752]]"
winner,blue
game,64
iterations,18
times of actions,"[[0, 0.002962350845336914], [1, 0.2660048007965088], [0, 0.00479888916015625], [1, 0.2849886417388916], [0, 0.009992599487304688], [1, 0.350050687789917], [0, 0.010005474090576172], [1, 0.603003740310669], [0, 0.010014533996582031], [1, 0.6110038757324219], [0, 0.005955219268798828], [1, 0.5670468807220459], [0, 0.009998559951782227], [1, 0.47400426864624023], [0, 0.004975318908691406], [1, 0.42800116539001465], [0, 0.006038188934326172], [1, 0.29999375343322754]]"
winner,blue
game,65
iterations,16
times of actions,"[[0, 0.0030364990234375], [1, 0.2590019702911377], [0, 0.005990505218505859], [1, 0.2720191478729248], [0, 0.0050373077392578125], [1, 0.3300008773803711], [0, 0.009993553161621094], [1, 0.5799558162689209], [0, 0.007042407989501953], [1, 0.4660375118255615], [0, 0.0039637088775634766], [1, 0.5809900760650635], [0, 0.006019115447998047], [1, 0.53401780128479], [0, 0.005000591278076172], [1, 0.31799888610839844]]"
winner,blue
game,66
iterations,36
times of actions,"[[0, 0.0030226707458496094], [1, 0.30901002883911133], [0, 0.005998849868774414], [1, 0.2870059013366699], [0, 0.005003929138183594], [1, 0.30094432830810547], [0, 0.005995035171508789], [1, 0.5542166233062744], [0, 0.016043901443481445], [1, 0.5384232997894287], [0, 0.009037017822265625], [1, 0.23200488090515137], [0, 0.005983829498291016], [1, 0.42003846168518066], [0, 0.006000041961669922], [1, 0.5390143394470215], [0, 0.004931926727294922], [1, 0.5699901580810547], [0, 0.004999876022338867], [1, 0.6239993572235107], [0, 0.005004167556762695], [1, 0.6119887828826904], [0, 0.005984306335449219], [1, 0.5760397911071777], [0, 0.004998683929443359], [1, 0.6030004024505615], [0, 0.004996538162231445], [1, 0.5800023078918457], [0, 0.006000041961669922], [1, 0.552039623260498], [0, 0.005000591278076172], [1, 0.5780074596405029], [0, 0.005052089691162109], [1, 0.702003002166748], [0, 0.00499725341796875], [1, 0.6740024089813232], [0, 0.004988670349121094]]"
winner,none
game,67
iterations,26
times of actions,"[[0, 0.0030524730682373047], [1, 0.26011157035827637], [0, 0.0055828094482421875], [1, 0.2663426399230957], [0, 0.009655237197875977], [1, 0.27176880836486816], [0, 0.005019187927246094], [1, 0.32699155807495117], [0, 0.008965730667114258], [1, 0.5600030422210693], [0, 0.009994745254516602], [1, 0.5990405082702637], [0, 0.006999015808105469], [1, 0.6050376892089844], [0, 0.006977081298828125], [1, 0.5949983596801758], [0, 0.004967927932739258], [1, 0.6569664478302002], [0, 0.007002830505371094], [1, 0.5870316028594971], [0, 0.009978532791137695], [1, 0.4819984436035156], [0, 0.005947589874267578], [1, 0.3659992218017578], [0, 0.010999441146850586], [1, 0.29703760147094727]]"
winner,blue
game,68
iterations,26
times of actions,"[[0, 0.0020008087158203125], [1, 0.09401392936706543], [0, 0.0039980411529541016], [1, 0.21308207511901855], [0, 0.004998445510864258], [1, 0.21415472030639648], [0, 0.004994392395019531], [1, 0.2359938621520996], [0, 0.005002260208129883], [1, 0.2522158622741699], [0, 0.010001182556152344], [1, 0.2513432502746582], [0, 0.009009361267089844], [1, 0.34200429916381836], [0, 0.009943485260009766], [1, 0.5990488529205322], [0, 0.011002063751220703], [1, 0.7000000476837158], [0, 0.009999752044677734], [1, 0.5960433483123779], [0, 0.005964517593383789], [1, 0.4999978542327881], [0, 0.010036706924438477], [1, 0.4079899787902832], [0, 0.01100778579711914], [1, 0.2839968204498291]]"
winner,blue
game,69
iterations,24
times of actions,"[[0, 0.0030019283294677734], [1, 0.14800119400024414], [0, 0.005758523941040039], [1, 0.21695232391357422], [0, 0.009985923767089844], [1, 0.2568833827972412], [0, 0.011038541793823242], [1, 0.2559988498687744], [0, 0.004956960678100586], [1, 0.25499939918518066], [0, 0.005959987640380859], [1, 0.22395825386047363], [0, 0.003976583480834961], [1, 0.5700008869171143], [0, 0.009001493453979492], [1, 0.4020040035247803], [0, 0.003999948501586914], [1, 0.5369997024536133], [0, 0.009998559951782227], [1, 0.45299863815307617], [0, 0.005964517593383789], [1, 0.4029667377471924], [0, 0.009964466094970703], [1, 0.2830038070678711]]"
winner,blue
game,70
iterations,22
times of actions,"[[0, 0.002996206283569336], [1, 0.24006009101867676], [0, 0.005000114440917969], [1, 0.2400052547454834], [0, 0.00499415397644043], [1, 0.16399335861206055], [0, 0.003003835678100586], [1, 0.2579514980316162], [0, 0.005006313323974609], [1, 0.2179551124572754], [0, 0.003782033920288086], [1, 0.395052433013916], [0, 0.004019021987915039], [1, 0.5579440593719482], [0, 0.005961418151855469], [1, 0.37400102615356445], [0, 0.00400233268737793], [1, 0.44900012016296387], [0, 0.004996776580810547], [1, 0.4089639186859131], [0, 0.004998683929443359], [1, 0.27699995040893555]]"
winner,blue
game,71
iterations,22
times of actions,"[[0, 0.0027303695678710938], [1, 0.1420457363128662], [0, 0.0037369728088378906], [1, 0.14392733573913574], [0, 0.003997802734375], [1, 0.26999926567077637], [0, 0.005994319915771484], [1, 0.1829979419708252], [0, 0.004000186920166016], [1, 0.13003206253051758], [0, 0.0029261112213134766], [1, 0.22596311569213867], [0, 0.004009723663330078], [1, 0.27699875831604004], [0, 0.0029985904693603516], [1, 0.3739969730377197], [0, 0.002967357635498047], [1, 0.26103997230529785], [0, 0.002048492431640625], [1, 0.3509860038757324], [0, 0.003959178924560547], [1, 0.3260018825531006]]"
