start time,1631469037.5784643
winner,none
game,348
iterations,31
times of actions,"[[0, 2.0369713306427], [1, 2.1110339164733887], [0, 2.421046257019043], [1, 3.4460415840148926], [0, 4.608042001724243], [1, 3.508418321609497], [0, 4.285037040710449], [1, 3.497058153152466], [0, 4.458000659942627], [1, 3.496000051498413], [0, 4.248038291931152], [1, 3.503044366836548], [0, 4.48304009437561], [1, 3.5270423889160156], [0, 4.301039457321167], [1, 3.4769980907440186], [0, 4.3639960289001465], [1, 3.485037326812744], [0, 4.194037675857544], [1, 3.4940381050109863], [0, 4.4450461864471436], [1, 3.4630439281463623], [0, 4.264044284820557], [1, 3.403017044067383], [0, 4.244040012359619], [1, 2.9340016841888428], [0, 3.372039794921875], [1, 2.8390400409698486], [0, 3.350004196166992], [1, 2.894050359725952], [0, 3.534006357192993], [1, 2.890042304992676]]"
winner,none
game,349
iterations,81
times of actions,"[[0, 1.4449779987335205], [1, 1.8554186820983887], [0, 1.8389995098114014], [1, 1.9290850162506104], [0, 2.079951763153076], [1, 1.9629676342010498], [0, 1.9449841976165771], [1, 1.9369959831237793], [0, 1.9450018405914307], [1, 1.9329841136932373], [0, 1.9378888607025146], [1, 2.0460011959075928], [0, 2.3049983978271484], [1, 2.4069628715515137], [0, 3.5589590072631836], [1, 4.217012882232666], [0, 3.5991294384002686], [1, 4.31598687171936], [0, 3.559946060180664], [1, 4.227002382278442], [0, 3.6130435466766357], [1, 4.328960418701172], [0, 3.584041118621826], [1, 4.172966480255127], [0, 3.539003372192383], [1, 4.320000410079956], [0, 3.540989398956299], [1, 4.048950672149658], [0, 3.5739569664001465], [1, 4.34600043296814], [0, 3.4909610748291016], [1, 4.2519636154174805], [0, 3.3939950466156006], [1, 4.2900426387786865], [0, 3.4630401134490967], [1, 4.082042932510376], [0, 3.424989938735962], [1, 4.19749641418457], [0, 4.229960203170776], [1, 3.323045253753662], [0, 4.315036296844482], [1, 3.4092495441436768], [0, 4.406000852584839], [1, 3.3329660892486572], [0, 4.394947052001953], [1, 3.40895938873291], [0, 4.483001947402954], [1, 3.3439624309539795], [0, 4.233956575393677], [1, 3.2189533710479736], [0, 4.548946857452393], [1, 3.3059470653533936], [0, 4.554958343505859], [1, 3.2259597778320312], [0, 3.6780154705047607], [1, 2.5809617042541504], [0, 4.359963655471802], [1, 3.180004835128784], [0, 4.4294068813323975], [1, 3.064998149871826], [0, 4.1189610958099365], [1, 2.6749629974365234], [0, 3.354998826980591], [1, 2.433000326156616], [0, 3.611029863357544], [1, 2.4869544506073], [0, 4.004950761795044], [1, 3.3370001316070557], [0, 4.23499608039856], [1, 3.522996187210083], [0, 4.102997064590454], [1, 3.584958791732788], [0, 4.38196873664856], [1, 3.5979950428009033], [0, 4.234967947006226], [1, 3.6049585342407227], [0, 4.443994998931885], [1, 3.553006410598755], [0, 4.48194694519043], [1, 3.578949451446533], [0, 4.528035640716553], [1, 3.5929412841796875]]"
winner,none
game,350
iterations,21
times of actions,"[[0, 1.9264767169952393], [1, 1.9040298461914062], [0, 2.023012399673462], [1, 2.052999973297119], [0, 2.599003791809082], [1, 3.3709983825683594], [0, 4.441999912261963], [1, 3.501964569091797], [0, 4.613528728485107], [1, 3.500012159347534], [0, 4.420943737030029], [1, 3.5969648361206055], [0, 4.400097608566284], [1, 3.587946891784668], [0, 4.162963151931763], [1, 3.6250388622283936], [0, 4.343965768814087], [1, 3.5669589042663574], [0, 4.392000198364258], [1, 3.5559656620025635], [0, 4.420948266983032], [1, 3.6019959449768066]]"
winner,none
game,351
iterations,79
times of actions,"[[0, 1.878676414489746], [1, 1.949991226196289], [0, 1.954967737197876], [1, 1.968785285949707], [0, 2.106085777282715], [1, 1.9890305995941162], [0, 1.962010383605957], [1, 1.9979910850524902], [0, 1.9459095001220703], [1, 2.0190670490264893], [0, 2.273003101348877], [1, 2.4809563159942627], [0, 3.8029658794403076], [1, 4.24296498298645], [0, 3.6563549041748047], [1, 4.220985174179077], [0, 3.8025219440460205], [1, 4.189992666244507], [0, 3.6259636878967285], [1, 4.191000461578369], [0, 3.827951431274414], [1, 4.2299644947052], [0, 3.6660022735595703], [1, 4.243999242782593], [0, 3.8249142169952393], [1, 4.227964401245117], [0, 3.5619733333587646], [1, 4.197002172470093], [0, 3.704972267150879], [1, 4.32994532585144], [0, 3.4390032291412354], [1, 4.179973125457764], [0, 3.6899940967559814], [1, 4.10000205039978], [0, 3.491999864578247], [1, 4.051996946334839], [0, 4.457967758178711], [1, 3.3599846363067627], [0, 4.332966327667236], [1, 3.374995231628418], [0, 4.533005714416504], [1, 3.3479530811309814], [0, 4.337952375411987], [1, 3.3629603385925293], [0, 4.5196003913879395], [1, 3.340980052947998], [0, 4.167009353637695], [1, 3.298987865447998], [0, 4.536998748779297], [1, 3.3189611434936523], [0, 4.335967302322388], [1, 3.226966142654419], [0, 3.4769680500030518], [1, 2.733996629714966], [0, 4.36185622215271], [1, 3.2005045413970947], [0, 4.253961086273193], [1, 3.265998601913452], [0, 4.097951889038086], [1, 2.702958583831787], [0, 3.3960483074188232], [1, 2.2079708576202393], [0, 3.739966630935669], [1, 2.4929559230804443], [0, 4.001010417938232], [1, 3.289963722229004], [0, 4.069007396697998], [1, 3.6249911785125732], [0, 4.081337928771973], [1, 3.5579912662506104], [0, 4.223041772842407], [1, 3.751955986022949], [0, 4.208896636962891], [1, 3.5610148906707764], [0, 4.161967992782593], [1, 3.771998167037964], [0, 4.385970830917358], [1, 3.5049657821655273], [0, 4.24696683883667], [1, 3.70399808883667]]"
winner,none
game,352
iterations,32
times of actions,"[[0, 0.6609814167022705], [1, 0.941997766494751], [0, 1.646127700805664], [1, 1.6380300521850586], [0, 1.9560697078704834], [1, 1.9060430526733398], [0, 1.9510390758514404], [1, 2.156010866165161], [0, 2.0030429363250732], [1, 2.0970377922058105], [0, 2.0830039978027344], [1, 2.4160423278808594], [0, 3.430001735687256], [1, 4.529970645904541], [0, 3.462040901184082], [1, 4.2970030307769775], [0, 3.4860422611236572], [1, 4.5749993324279785], [0, 3.3960025310516357], [1, 4.3530354499816895], [0, 3.3190395832061768], [1, 4.60003924369812], [0, 3.126824140548706], [1, 4.0640130043029785], [0, 2.4050443172454834], [1, 3.108003854751587], [0, 2.4950437545776367], [1, 2.501004695892334], [0, 1.7900538444519043], [1, 2.4630448818206787], [0, 2.082984209060669], [1, 2.7300028800964355]]"
winner,blue
game,353
iterations,19
times of actions,"[[0, 1.9630417823791504], [1, 1.9960436820983887], [0, 1.9860458374023438], [1, 1.964003324508667], [0, 1.9600436687469482], [1, 1.9770002365112305], [0, 1.969038963317871], [1, 1.9380557537078857], [0, 1.983999490737915], [1, 2.199997901916504], [0, 2.1280407905578613], [1, 2.0960052013397217], [0, 2.0780398845672607], [1, 2.2260422706604004], [0, 2.477004051208496], [1, 2.4860448837280273], [0, 2.6790032386779785], [1, 2.4759976863861084], [0, 2.519042491912842], [1, 2.4860401153564453]]"
winner,none
game,354
iterations,27
times of actions,"[[0, 1.762514352798462], [1, 1.6277711391448975], [0, 2.0149643421173096], [1, 2.0710506439208984], [0, 2.071025848388672], [1, 2.130037307739258], [0, 2.431994915008545], [1, 3.714111089706421], [0, 4.45395565032959], [1, 3.4579477310180664], [0, 4.306999206542969], [1, 3.4510111808776855], [0, 4.653002500534058], [1, 3.4049899578094482], [0, 4.577997922897339], [1, 3.380040407180786], [0, 4.464017152786255], [1, 3.152043342590332], [0, 4.077963590621948], [1, 2.294991970062256], [0, 3.121941566467285], [1, 2.3389968872070312], [0, 2.606041669845581], [1, 1.743957281112671], [0, 2.375532865524292], [1, 1.5840001106262207], [0, 2.116054058074951]]"
winner,red
game,355
iterations,75
times of actions,"[[0, 1.9234411716461182], [1, 1.884026050567627], [0, 2.0580379962921143], [1, 1.9519753456115723], [0, 1.9170384407043457], [1, 1.9780004024505615], [0, 2.074002742767334], [1, 2.366041660308838], [0, 3.5080416202545166], [1, 4.479039669036865], [0, 3.641043186187744], [1, 4.135052442550659], [0, 3.6190409660339355], [1, 4.390939235687256], [0, 3.5910418033599854], [1, 4.126011848449707], [0, 3.5890467166900635], [1, 4.3820037841796875], [0, 3.554004192352295], [1, 4.103053569793701], [0, 3.578045129776001], [1, 4.251000881195068], [0, 3.537477970123291], [1, 4.157046318054199], [0, 3.645005702972412], [1, 4.575001001358032], [0, 3.4060397148132324], [1, 4.152042388916016], [0, 3.5020461082458496], [1, 4.264039516448975], [0, 3.4609994888305664], [1, 4.151003360748291], [0, 4.327551364898682], [1, 3.57104229927063], [0, 4.460993766784668], [1, 3.34700345993042], [0, 4.319037675857544], [1, 3.5340428352355957], [0, 4.324382781982422], [1, 3.375042200088501], [0, 4.342996597290039], [1, 3.516052722930908], [0, 4.262994050979614], [1, 3.211000442504883], [0, 4.389965534210205], [1, 3.5350449085235596], [0, 4.391037225723267], [1, 3.1790404319763184], [0, 3.5240421295166016], [1, 2.6120424270629883], [0, 4.562005043029785], [1, 3.2230451107025146], [0, 4.323044776916504], [1, 3.1300532817840576], [0, 4.32100510597229], [1, 2.7360005378723145], [0, 3.4620440006256104], [1, 2.311039924621582], [0, 3.6400399208068848], [1, 2.7020039558410645], [0, 4.01705527305603], [1, 3.3690314292907715], [0, 4.085000514984131], [1, 3.6920390129089355], [0, 4.200038194656372], [1, 3.5980424880981445], [0, 4.2350428104400635], [1, 3.748997211456299], [0, 4.2955217361450195], [1, 3.6210520267486572], [0, 4.296144723892212], [1, 3.792038679122925], [0, 4.519930362701416], [1, 3.5650434494018555], [0, 4.278043985366821], [1, 3.7480039596557617]]"
winner,none
game,356
iterations,26
times of actions,"[[0, 1.65769624710083], [1, 2.1080074310302734], [0, 2.0195047855377197], [1, 2.4166815280914307], [0, 3.4090423583984375], [1, 4.675947189331055], [0, 3.4760425090789795], [1, 4.458008766174316], [0, 3.4390158653259277], [1, 4.642040967941284], [0, 3.400054693222046], [1, 4.428042888641357], [0, 3.381004571914673], [1, 4.827040195465088], [0, 3.273045063018799], [1, 4.229040145874023], [0, 3.0100369453430176], [1, 3.4829959869384766], [0, 1.9330415725708008], [1, 2.852043867111206], [0, 1.951000690460205], [1, 2.749042272567749], [0, 2.292041063308716], [1, 2.9000391960144043], [0, 2.2800047397613525], [1, 2.7770164012908936]]"
winner,blue
game,357
iterations,35
times of actions,"[[0, 1.907346487045288], [1, 1.9471065998077393], [0, 1.9360015392303467], [1, 1.949004888534546], [0, 1.983058214187622], [1, 2.165961265563965], [0, 2.0410008430480957], [1, 2.1019976139068604], [0, 2.394040584564209], [1, 3.4569993019104004], [0, 4.2560014724731445], [1, 3.7480416297912598], [0, 4.133050918579102], [1, 3.548001766204834], [0, 4.115999937057495], [1, 3.7790448665618896], [0, 4.1310412883758545], [1, 3.628602981567383], [0, 4.142959356307983], [1, 3.795041561126709], [0, 4.136039733886719], [1, 3.6180436611175537], [0, 4.114629507064819], [1, 3.7519993782043457], [0, 4.066998720169067], [1, 3.557053565979004], [0, 4.088042497634888], [1, 3.6409993171691895], [0, 3.8770434856414795], [1, 2.8730430603027344], [0, 3.490046501159668], [1, 2.8789994716644287], [0, 3.5210046768188477], [1, 2.830728530883789], [0, 3.4119999408721924], [1, 2.961000442504883]]"
winner,none
game,358
iterations,15
times of actions,"[[0, 1.035184383392334], [1, 0.9949238300323486], [0, 1.7690784931182861], [1, 1.6340405941009521], [0, 1.9329988956451416], [1, 1.8950395584106445], [0, 1.9450416564941406], [1, 1.9619619846343994], [0, 1.9630019664764404], [1, 2.0069963932037354], [0, 2.2639682292938232], [1, 2.247941493988037], [0, 2.459958791732788], [1, 2.480997085571289], [0, 2.427997350692749], [1, 2.431002378463745]]"
winner,none
game,359
iterations,14
times of actions,"[[0, 1.0656516551971436], [1, 2.2215676307678223], [0, 2.9290499687194824], [1, 4.393042325973511], [0, 3.2980477809906006], [1, 4.539028644561768], [0, 3.396976947784424], [1, 4.424039363861084], [0, 3.308042287826538], [1, 4.424036502838135], [0, 3.3631749153137207], [1, 4.184043884277344], [0, 2.4170384407043457], [1, 3.312037229537964]]"
winner,blue
game,360
iterations,32
times of actions,"[[0, 1.980226993560791], [1, 1.89204740524292], [0, 1.9599757194519043], [1, 1.9750447273254395], [0, 1.964003562927246], [1, 2.044004201889038], [0, 2.10604190826416], [1, 2.399048328399658], [0, 3.608045816421509], [1, 4.372044563293457], [0, 3.476996898651123], [1, 4.41288423538208], [0, 3.6280457973480225], [1, 4.425044298171997], [0, 3.380044937133789], [1, 4.378041744232178], [0, 3.5010008811950684], [1, 4.45200514793396], [0, 3.2749991416931152], [1, 4.460044622421265], [0, 3.2090415954589844], [1, 3.337999105453491], [0, 1.8220438957214355], [1, 3.1700398921966553], [0, 1.8620350360870361], [1, 3.007054328918457], [0, 2.3580410480499268], [1, 3.4930484294891357], [0, 2.421003818511963], [1, 2.6408538818359375], [0, 1.859041690826416], [1, 2.6120364665985107]]"
winner,blue
game,361
iterations,16
times of actions,"[[0, 1.8126144409179688], [1, 1.6120409965515137], [0, 1.9670836925506592], [1, 1.9250447750091553], [0, 1.9660022258758545], [1, 1.9910454750061035], [0, 1.9930405616760254], [1, 2.018000364303589], [0, 2.289044141769409], [1, 2.2380552291870117], [0, 2.505992889404297], [1, 2.5160419940948486], [0, 2.5719985961914062], [1, 2.5280416011810303], [0, 2.5819990634918213], [1, 2.5053045749664307], [0, 2.498663902282715]]"
winner,none
game,362
iterations,22
times of actions,"[[0, 0.9656860828399658], [1, 1.6903512477874756], [0, 1.5909996032714844], [1, 1.9670276641845703], [0, 1.9100418090820312], [1, 2.210003137588501], [0, 2.1270434856414795], [1, 2.42201828956604], [0, 3.5290658473968506], [1, 4.550998687744141], [0, 3.7099978923797607], [1, 4.380998611450195], [0, 3.4330594539642334], [1, 4.421041250228882], [0, 3.54506254196167], [1, 4.423038721084595], [0, 3.3910393714904785], [1, 4.441055536270142], [0, 3.4740562438964844], [1, 4.355998516082764], [0, 2.420042037963867], [1, 3.358042001724243]]"
winner,blue
game,363
iterations,24
times of actions,"[[0, 1.802999496459961], [1, 1.9369499683380127], [0, 2.030980110168457], [1, 1.9859540462493896], [0, 1.992037057876587], [1, 2.0129482746124268], [0, 2.0919647216796875], [1, 2.3670008182525635], [0, 3.460965394973755], [1, 4.515998840332031], [0, 3.4581892490386963], [1, 4.455157279968262], [0, 3.7619364261627197], [1, 4.53103232383728], [0, 3.606001853942871], [1, 4.475041389465332], [0, 3.5869994163513184], [1, 4.4979407787323], [0, 3.3259570598602295], [1, 4.32199764251709], [0, 3.3099963665008545], [1, 4.245034456253052], [0, 2.5440616607666016], [1, 3.526947021484375]]"
winner,blue
game,364
iterations,41
times of actions,"[[0, 1.978689432144165], [1, 1.9300482273101807], [0, 2.171034574508667], [1, 2.1219983100891113], [0, 2.4290432929992676], [1, 3.3930423259735107], [0, 4.351040363311768], [1, 3.5460026264190674], [0, 4.318001985549927], [1, 3.404047727584839], [0, 4.292044401168823], [1, 3.4800431728363037], [0, 3.469041347503662], [1, 2.5990002155303955], [0, 4.2458884716033936], [1, 3.194039821624756], [0, 3.5320420265197754], [1, 2.1450395584106445], [0, 3.3190414905548096], [1, 2.146040916442871], [0, 3.8980417251586914], [1, 2.8560357093811035], [0, 3.3550004959106445], [1, 2.320040225982666], [0, 3.706042528152466], [1, 2.4830424785614014], [0, 4.225043535232544], [1, 3.370999813079834], [0, 4.0720038414001465], [1, 3.5410444736480713], [0, 4.282043218612671], [1, 3.6560540199279785], [0, 4.241043567657471], [1, 3.584001302719116], [0, 4.350001096725464], [1, 3.705622673034668], [0, 4.265003204345703], [1, 3.607039213180542], [0, 4.634044170379639], [1, 3.615039587020874], [0, 4.340043544769287], [1, 3.5950424671173096]]"
winner,none
game,365
iterations,37
times of actions,"[[0, 1.8259401321411133], [1, 1.8949568271636963], [0, 1.92695951461792], [1, 1.9239459037780762], [0, 1.9500081539154053], [1, 1.9699552059173584], [0, 1.9509649276733398], [1, 2.0409624576568604], [0, 1.9729993343353271], [1, 2.136089324951172], [0, 2.025350570678711], [1, 2.298999309539795], [0, 2.4000051021575928], [1, 3.5820071697235107], [0, 4.1609625816345215], [1, 3.751988649368286], [0, 4.142968654632568], [1, 3.5759646892547607], [0, 4.130998373031616], [1, 3.785001277923584], [0, 4.105009317398071], [1, 3.541964054107666], [0, 4.10796046257019], [1, 3.7740020751953125], [0, 4.1330037117004395], [1, 3.5829460620880127], [0, 4.103006362915039], [1, 3.783005714416504], [0, 4.081996202468872], [1, 3.453951597213745], [0, 3.8439583778381348], [1, 3.045947313308716], [0, 3.437972068786621], [1, 2.8699986934661865], [0, 3.362964630126953], [1, 2.8740034103393555], [0, 3.5109660625457764], [1, 2.8459434509277344]]"
winner,none
game,366
iterations,17
times of actions,"[[0, 1.6181871891021729], [1, 1.9079833030700684], [0, 1.8479907512664795], [1, 1.9304957389831543], [0, 1.9610748291015625], [1, 2.1050589084625244], [0, 2.1120479106903076], [1, 2.2370452880859375], [0, 2.4790444374084473], [1, 2.472014904022217], [0, 2.524984359741211], [1, 2.535998821258545], [0, 2.6380045413970947], [1, 2.4600417613983154], [0, 2.4810080528259277], [1, 2.4359982013702393], [0, 2.4440033435821533], [1, 2.465003728866577]]"
winner,none
game,367
iterations,80
times of actions,"[[0, 2.1097922325134277], [1, 2.0860040187835693], [0, 2.3920419216156006], [1, 3.344998598098755], [0, 4.363041639328003], [1, 3.5720367431640625], [0, 4.391043663024902], [1, 3.4149997234344482], [0, 4.384150505065918], [1, 3.67307186126709], [0, 4.378042936325073], [1, 3.425039052963257], [0, 4.420001983642578], [1, 3.494041681289673], [0, 4.374040842056274], [1, 3.424001932144165], [0, 4.098964214324951], [1, 3.231039524078369], [0, 4.294003486633301], [1, 3.4620559215545654], [0, 4.237038612365723], [1, 3.527055501937866], [0, 4.133999824523926], [1, 3.380783796310425], [0, 4.001004219055176], [1, 3.4240028858184814], [0, 4.211825847625732], [1, 3.436042070388794], [0, 3.9840424060821533], [1, 3.3890469074249268], [0, 4.240002632141113], [1, 3.4420411586761475], [0, 4.011998653411865], [1, 3.3949975967407227], [0, 4.224003553390503], [1, 3.444042921066284], [0, 4.173040866851807], [1, 3.2100045680999756], [0, 4.510005474090576], [1, 3.4710047245025635], [0, 4.338042974472046], [1, 3.7280449867248535], [0, 4.10004448890686], [1, 3.496044397354126], [0, 4.220042705535889], [1, 3.075042486190796], [0, 4.291999816894531], [1, 3.9210450649261475], [0, 4.100042819976807], [1, 3.2820467948913574], [0, 4.12999701499939], [1, 3.4500465393066406], [0, 4.04400110244751], [1, 3.2550454139709473], [0, 4.01300048828125], [1, 3.4190049171447754], [0, 4.097040891647339], [1, 3.2590420246124268], [0, 4.259038209915161], [1, 3.598153591156006], [0, 4.120659828186035], [1, 3.608001232147217], [0, 4.101049423217773], [1, 3.315001964569092], [0, 2.9660425186157227], [1, 3.653048515319824], [0, 2.349004030227661], [1, 4.06696343421936], [0, 3.4330027103424072], [1, 4.1700358390808105], [0, 3.5400402545928955], [1, 4.1240456104278564], [0, 3.6670026779174805], [1, 4.455475330352783], [0, 3.634039878845215], [1, 4.178997755050659], [0, 3.6430070400238037], [1, 4.598998069763184], [0, 3.5350441932678223], [1, 4.256040334701538], [0, 3.572004795074463]]"
winner,none
game,368
iterations,9
times of actions,"[[0, 1.9660351276397705], [1, 2.0100109577178955], [0, 2.0519635677337646], [1, 2.2539663314819336], [0, 2.494004964828491], [1, 2.483962297439575], [0, 2.643993377685547], [1, 2.495962142944336], [0, 2.4390454292297363], [1, 2.4889614582061768]]"
winner,none
game,369
iterations,72
times of actions,"[[0, 1.9341373443603516], [1, 1.949476718902588], [0, 1.9229955673217773], [1, 2.207979440689087], [0, 2.093003511428833], [1, 2.400012969970703], [0, 3.474040985107422], [1, 4.257996082305908], [0, 3.7559943199157715], [1, 4.174000978469849], [0, 3.637657642364502], [1, 4.169992923736572], [0, 3.8030242919921875], [1, 4.18399453163147], [0, 3.6115729808807373], [1, 4.106076002120972], [0, 3.7860515117645264], [1, 4.12101936340332], [0, 3.6320083141326904], [1, 4.253002166748047], [0, 3.820002317428589], [1, 4.216002464294434], [0, 3.6049835681915283], [1, 4.212040424346924], [0, 3.7020766735076904], [1, 4.291095733642578], [0, 3.3920085430145264], [1, 4.172962188720703], [0, 2.939952850341797], [1, 3.5769643783569336], [0, 3.3660101890563965], [1, 3.104957342147827], [0, 3.2959587574005127], [1, 4.440520763397217], [0, 3.371001958847046], [1, 4.332690715789795], [0, 3.2900071144104004], [1, 4.511013507843018], [0, 3.3030009269714355], [1, 4.3239970207214355], [0, 3.3470146656036377], [1, 4.48296594619751], [0, 3.4419643878936768], [1, 4.396997928619385], [0, 3.3340137004852295], [1, 4.548130750656128], [0, 3.420044422149658], [1, 4.481042385101318], [0, 3.5750489234924316], [1, 4.451995611190796], [0, 3.732003688812256], [1, 4.015004634857178], [0, 3.4020447731018066], [1, 4.2565038204193115], [0, 3.144038200378418], [1, 4.342040538787842], [0, 3.7290408611297607], [1, 4.012004137039185], [0, 3.3890039920806885], [1, 4.2639970779418945], [0, 3.2480051517486572], [1, 4.105043172836304], [0, 3.45304274559021], [1, 4.066004991531372], [0, 3.220045566558838], [1, 4.049899578094482], [0, 3.4760427474975586], [1, 4.26504373550415], [0, 3.266047716140747], [1, 4.187004804611206], [0, 3.0860543251037598], [1, 4.559048652648926], [0, 3.6760427951812744]]"
winner,none
game,370
iterations,73
times of actions,"[[0, 1.9808027744293213], [1, 1.9320039749145508], [0, 1.9660420417785645], [1, 2.198049783706665], [0, 2.1270344257354736], [1, 2.409054756164551], [0, 3.5600407123565674], [1, 4.196042060852051], [0, 3.7979981899261475], [1, 4.132002592086792], [0, 3.613961696624756], [1, 4.192858457565308], [0, 3.789003610610962], [1, 4.205045461654663], [0, 3.5870370864868164], [1, 4.2060136795043945], [0, 3.779057502746582], [1, 4.178041458129883], [0, 3.571042060852051], [1, 4.077042579650879], [0, 3.7400434017181396], [1, 4.165043354034424], [0, 3.498011827468872], [1, 4.28303861618042], [0, 3.5360543727874756], [1, 4.170042276382446], [0, 3.4180004596710205], [1, 4.111034870147705], [0, 3.4230003356933594], [1, 4.296962022781372], [0, 4.310047626495361], [1, 3.293001174926758], [0, 4.351001739501953], [1, 3.485643148422241], [0, 4.6170430183410645], [1, 3.3770432472229004], [0, 4.413001775741577], [1, 3.467008113861084], [0, 4.333004713058472], [1, 3.3570425510406494], [0, 4.1490490436553955], [1, 3.428042411804199], [0, 4.37804913520813], [1, 3.299041509628296], [0, 4.4480507373809814], [1, 3.4550392627716064], [0, 3.522000312805176], [1, 2.592042922973633], [0, 4.384901762008667], [1, 3.347001552581787], [0, 4.32004451751709], [1, 3.085050582885742], [0, 4.079000234603882], [1, 2.6810431480407715], [0, 3.567004442214966], [1, 2.2300002574920654], [0, 3.6190431118011475], [1, 2.4770452976226807], [0, 4.0340399742126465], [1, 3.502044200897217], [0, 4.055040121078491], [1, 3.524052143096924], [0, 4.128042697906494], [1, 3.7750461101531982], [0, 4.21704363822937], [1, 3.7107388973236084], [0, 4.215046405792236], [1, 3.736055612564087], [0, 4.243073463439941], [1, 3.557044267654419], [0, 4.434048414230347], [1, 3.697042942047119], [0, 4.2810468673706055], [1, 3.595489740371704]]"
winner,none
game,371
iterations,15
times of actions,"[[0, 1.9351773262023926], [1, 1.9300391674041748], [0, 2.0659573078155518], [1, 1.9730019569396973], [0, 1.9659571647644043], [1, 1.9810092449188232], [0, 1.978963851928711], [1, 2.006964921951294], [0, 1.9839274883270264], [1, 2.035996198654175], [0, 2.3049676418304443], [1, 2.27500057220459], [0, 2.5434556007385254], [1, 2.4849958419799805], [0, 2.48703932762146], [1, 2.476961374282837]]"
winner,none
game,372
iterations,18
times of actions,"[[0, 1.7820026874542236], [1, 1.6540000438690186], [0, 1.9720005989074707], [1, 1.9209949970245361], [0, 1.9649546146392822], [1, 1.9720263481140137], [0, 2.0159595012664795], [1, 2.0629520416259766], [0, 2.3659658432006836], [1, 2.513998508453369], [0, 2.5369930267333984], [1, 2.4999632835388184], [0, 2.5199384689331055], [1, 2.643963098526001], [0, 2.5289618968963623], [1, 2.6639976501464844], [0, 2.556006908416748], [1, 2.52396821975708], [0, 2.5170018672943115]]"
winner,none
game,373
iterations,22
times of actions,"[[0, 1.3602182865142822], [1, 1.8580880165100098], [0, 4.300135850906372], [1, 3.0210564136505127], [0, 5.081042289733887], [1, 3.3630013465881348], [0, 4.734041929244995], [1, 3.42404842376709], [0, 4.443048715591431], [1, 3.356950044631958], [0, 4.565007925033569], [1, 3.2219583988189697], [0, 3.4389593601226807], [1, 2.5390381813049316], [0, 4.320003509521484], [1, 3.174964427947998], [0, 3.2509610652923584], [1, 2.246959924697876], [0, 3.939954996109009], [1, 3.110966920852661], [0, 3.456996202468872], [1, 2.412959575653076], [0, 3.8799586296081543]]"
winner,none
game,374
iterations,34
times of actions,"[[0, 1.3933560848236084], [1, 1.638848066329956], [0, 1.9459798336029053], [1, 2.001955986022949], [0, 1.922010898590088], [1, 1.9689464569091797], [0, 1.9959957599639893], [1, 2.037968635559082], [0, 2.078004837036133], [1, 2.388004779815674], [0, 3.664034366607666], [1, 4.470005512237549], [0, 3.5049593448638916], [1, 4.601969242095947], [0, 3.6330413818359375], [1, 4.3181986808776855], [0, 3.390838146209717], [1, 4.3779988288879395], [0, 3.5211005210876465], [1, 4.4389612674713135], [0, 3.2679641246795654], [1, 4.278002023696899], [0, 3.2040016651153564], [1, 3.31299090385437], [0, 1.8320035934448242], [1, 3.1519534587860107], [0, 1.8809497356414795], [1, 2.9859957695007324], [0, 2.369943857192993], [1, 3.681004762649536], [0, 2.4299607276916504], [1, 2.674001932144165], [0, 1.6889619827270508], [1, 2.61295747756958]]"
winner,blue
game,375
iterations,16
times of actions,"[[0, 1.0200178623199463], [1, 1.73500394821167], [0, 1.6429972648620605], [1, 1.955045461654663], [0, 1.9300413131713867], [1, 1.990041732788086], [0, 1.9710502624511719], [1, 2.0159997940063477], [0, 2.1110434532165527], [1, 2.4030404090881348], [0, 2.482997417449951], [1, 2.5010430812835693], [0, 2.5640406608581543], [1, 2.460998773574829], [0, 2.395002841949463], [1, 2.6315994262695312], [0, 2.489039897918701]]"
winner,none
game,376
iterations,21
times of actions,"[[0, 1.0970675945281982], [1, 0.969829797744751], [0, 1.724031925201416], [1, 1.646047830581665], [0, 1.9910471439361572], [1, 1.92305326461792], [0, 2.1750411987304688], [1, 2.0859992504119873], [0, 2.392037868499756], [1, 3.444039821624756], [0, 4.2420432567596436], [1, 3.710040330886841], [0, 4.393043756484985], [1, 3.392057418823242], [0, 4.431043863296509], [1, 3.5410428047180176], [0, 4.433045387268066], [1, 3.304037570953369], [0, 4.242037773132324], [1, 2.5936505794525146], [0, 3.5639843940734863]]"
winner,red
game,377
iterations,30
times of actions,"[[0, 0.9122161865234375], [1, 1.7870519161224365], [0, 1.6490371227264404], [1, 2.1370437145233154], [0, 2.0351903438568115], [1, 2.4939992427825928], [0, 3.539041519165039], [1, 4.3540472984313965], [0, 3.370046377182007], [1, 4.391056060791016], [0, 3.5560405254364014], [1, 4.511038780212402], [0, 3.429042100906372], [1, 4.3350136280059814], [0, 3.492002487182617], [1, 4.375003099441528], [0, 3.311042070388794], [1, 4.253998279571533], [0, 3.208043098449707], [1, 4.144055604934692], [0, 2.8270390033721924], [1, 3.7590157985687256], [0, 2.841047525405884], [1, 3.3000400066375732], [0, 2.2539784908294678], [1, 3.2344915866851807], [0, 2.177018880844116], [1, 2.8770411014556885], [0, 1.6720376014709473], [1, 2.779996156692505]]"
winner,blue
game,378
iterations,37
