start time,1631469037.5784643
times of actions,"[[0, 1.124370813369751], [1, 1.0572419166564941], [0, 2.2009987831115723], [1, 2.9849658012390137], [0, 4.462996006011963], [1, 3.3359947204589844], [0, 4.596001148223877], [1, 3.3620030879974365], [0, 4.415995359420776], [1, 3.3539626598358154], [0, 4.603958368301392], [1, 3.214000701904297], [0, 4.10798716545105], [1, 2.405003547668457], [0, 3.3699493408203125], [1, 2.3909432888031006], [0, 3.118959665298462], [1, 2.172001600265503], [0, 2.471996784210205], [1, 1.668940782546997], [0, 2.3469974994659424], [1, 1.4390029907226562], [0, 2.109998941421509]]"
winner,red
game,273
iterations,35
times of actions,"[[0, 0.9799392223358154], [1, 1.7570409774780273], [0, 1.6340041160583496], [1, 1.9660460948944092], [0, 1.913999319076538], [1, 1.9560575485229492], [0, 1.9570026397705078], [1, 1.952000617980957], [0, 2.1770520210266113], [1, 2.0680034160614014], [0, 2.3640525341033936], [1, 3.54500412940979], [0, 4.154003620147705], [1, 3.820042848587036], [0, 4.25604510307312], [1, 3.637040138244629], [0, 4.12405800819397], [1, 3.7810397148132324], [0, 4.123039722442627], [1, 3.6340439319610596], [0, 4.1050543785095215], [1, 3.7670016288757324], [0, 4.133039712905884], [1, 3.534001111984253], [0, 4.07499885559082], [1, 3.734044075012207], [0, 4.076998949050903], [1, 3.4390909671783447], [0, 3.849987745285034], [1, 2.8430609703063965], [0, 3.677006721496582], [1, 2.8739967346191406], [0, 3.4010462760925293], [1, 2.866044521331787], [0, 3.308047294616699], [1, 3.334038496017456]]"
winner,none
game,274
iterations,11
times of actions,"[[0, 1.6707241535186768], [1, 1.9340417385101318], [0, 1.9270527362823486], [1, 1.9860026836395264], [0, 1.9790000915527344], [1, 2.122962713241577], [0, 2.4200305938720703], [1, 2.2220561504364014], [0, 2.4729995727539062], [1, 2.4690027236938477], [0, 2.446000814437866], [1, 2.464996576309204]]"
winner,none
game,275
iterations,97
times of actions,"[[0, 1.4971973896026611], [1, 1.889042854309082], [0, 1.868999719619751], [1, 1.984043836593628], [0, 1.9410054683685303], [1, 2.035991668701172], [0, 2.108003616333008], [1, 2.4330527782440186], [0, 3.536003351211548], [1, 4.27204155921936], [0, 3.34700083732605], [1, 4.30803918838501], [0, 3.635899543762207], [1, 4.193023920059204], [0, 3.6000499725341797], [1, 4.216051816940308], [0, 3.6509900093078613], [1, 4.266997814178467], [0, 3.4340386390686035], [1, 4.261041879653931], [0, 3.732041120529175], [1, 4.083000659942627], [0, 3.523055076599121], [1, 4.445041656494141], [0, 3.651998519897461], [1, 4.4240429401397705], [0, 3.5610456466674805], [1, 4.305041551589966], [0, 3.670004367828369], [1, 4.293047189712524], [0, 3.4720427989959717], [1, 4.2900426387786865], [0, 3.7490484714508057], [1, 4.259039878845215], [0, 3.5639970302581787], [1, 4.509045600891113], [0, 3.6039416790008545], [1, 4.266005039215088], [0, 3.542004108428955], [1, 4.2280309200286865], [0, 3.677004814147949], [1, 4.454039573669434], [0, 3.412003993988037], [1, 4.267042875289917], [0, 3.730041027069092], [1, 4.351264953613281], [0, 3.3900439739227295], [1, 4.277000188827515], [0, 3.828054904937744], [1, 4.041043281555176], [0, 3.377004623413086], [1, 3.999049186706543], [0, 3.5559661388397217], [1, 4.1389875411987305], [0, 4.221052169799805], [1, 3.485046863555908], [0, 4.477951765060425], [1, 3.370039939880371], [0, 4.335041284561157], [1, 3.3220038414001465], [0, 4.419003009796143], [1, 3.4720449447631836], [0, 4.3430399894714355], [1, 3.3460423946380615], [0, 4.226007461547852], [1, 3.403041124343872], [0, 4.346004486083984], [1, 3.3210043907165527], [0, 4.324963569641113], [1, 3.39604115486145], [0, 3.4770004749298096], [1, 2.565002202987671], [0, 4.314041614532471], [1, 3.306138038635254], [0, 4.2590320110321045], [1, 3.076047420501709], [0, 4.223039150238037], [1, 2.6890389919281006], [0, 3.5800395011901855], [1, 2.2300021648406982], [0, 3.5809996128082275], [1, 2.453056573867798], [0, 4.01100492477417], [1, 3.475041627883911], [0, 4.030044317245483], [1, 3.4790008068084717], [0, 4.0480005741119385], [1, 3.7240447998046875], [0, 4.165005683898926], [1, 3.5280539989471436], [0, 4.1630027294158936], [1, 3.740687131881714], [0, 4.22004771232605], [1, 3.528003215789795], [0, 4.426191806793213], [1, 3.69800066947937], [0, 4.243000507354736], [1, 3.576043128967285]]"
winner,none
game,276
iterations,25
times of actions,"[[0, 1.8489646911621094], [1, 1.7399682998657227], [0, 2.5069520473480225], [1, 3.4330434799194336], [0, 4.463016510009766], [1, 3.4130029678344727], [0, 4.552960157394409], [1, 3.4630014896392822], [0, 4.431999683380127], [1, 3.3709497451782227], [0, 4.406994342803955], [1, 3.520040273666382], [0, 4.391962289810181], [1, 3.2870469093322754], [0, 4.292588233947754], [1, 3.184987783432007], [0, 3.3509485721588135], [1, 1.9119596481323242], [0, 2.8659558296203613], [1, 1.995964527130127], [0, 2.791948080062866], [1, 2.478999614715576], [0, 2.927004337310791], [1, 2.095954418182373], [0, 2.754958391189575]]"
winner,red
game,277
iterations,11
times of actions,"[[0, 1.9000394344329834], [1, 1.886000633239746], [0, 2.1370439529418945], [1, 1.956000566482544], [0, 2.0160434246063232], [1, 2.014997720718384], [0, 2.0580427646636963], [1, 2.212002754211426], [0, 2.4550020694732666], [1, 2.6150405406951904], [0, 2.411041498184204], [1, 2.4029958248138428]]"
winner,none
game,278
iterations,85
times of actions,"[[0, 1.399430274963379], [1, 1.8919734954833984], [0, 1.8039593696594238], [1, 1.9686529636383057], [0, 2.081000804901123], [1, 2.568958282470703], [0, 3.287950277328491], [1, 4.330006837844849], [0, 3.269993305206299], [1, 4.49895167350769], [0, 3.323948860168457], [1, 4.313045263290405], [0, 3.5180039405822754], [1, 4.250147104263306], [0, 3.5550405979156494], [1, 4.093998432159424], [0, 3.5460028648376465], [1, 4.278687477111816], [0, 3.563039541244507], [1, 4.152047872543335], [0, 3.5840420722961426], [1, 4.205889940261841], [0, 3.6160459518432617], [1, 4.157047986984253], [0, 3.6660428047180176], [1, 4.262045621871948], [0, 3.6510400772094727], [1, 4.15704345703125], [0, 3.5869956016540527], [1, 4.109005928039551], [0, 3.7430343627929688], [1, 4.036999940872192], [0, 3.589042901992798], [1, 4.037999153137207], [0, 3.6530416011810303], [1, 4.2690489292144775], [0, 3.392043352127075], [1, 4.093041658401489], [0, 3.658045768737793], [1, 4.0630412101745605], [0, 3.4650044441223145], [1, 4.133005380630493], [0, 4.493000507354736], [1, 3.313042163848877], [0, 4.319042921066284], [1, 3.316999912261963], [0, 4.486050844192505], [1, 3.3520450592041016], [0, 4.3500049114227295], [1, 3.3590047359466553], [0, 4.536041021347046], [1, 3.3730430603027344], [0, 4.202043294906616], [1, 3.2560436725616455], [0, 4.601038217544556], [1, 3.3719801902770996], [0, 4.383040904998779], [1, 3.2390010356903076], [0, 3.5970468521118164], [1, 2.7380471229553223], [0, 4.326051473617554], [1, 3.182051181793213], [0, 4.2890496253967285], [1, 3.2769947052001953], [0, 4.121056318283081], [1, 2.6380035877227783], [0, 3.366056442260742], [1, 2.2670445442199707], [0, 3.8670449256896973], [1, 2.494054079055786], [0, 4.093004941940308], [1, 3.3470051288604736], [0, 4.208044528961182], [1, 3.5690011978149414], [0, 4.115004777908325], [1, 3.520000457763672], [0, 4.269046068191528], [1, 3.7180397510528564], [0, 4.260042428970337], [1, 3.5799968242645264], [0, 4.303045034408569], [1, 3.6399405002593994], [0, 4.505472183227539], [1, 3.471054792404175], [0, 4.362002849578857], [1, 3.6660408973693848]]"
winner,none
game,279
iterations,19
times of actions,"[[0, 1.0935938358306885], [1, 0.9700121879577637], [0, 1.732987880706787], [1, 1.6380486488342285], [0, 2.1460437774658203], [1, 2.1270411014556885], [0, 2.6640422344207764], [1, 3.6070377826690674], [0, 4.437041997909546], [1, 3.454054355621338], [0, 4.689051628112793], [1, 3.466043472290039], [0, 4.521039962768555], [1, 3.3680388927459717], [0, 4.5809996128082275], [1, 3.28900408744812], [0, 4.311042070388794], [1, 2.4620039463043213], [0, 3.3970344066619873]]"
winner,red
game,280
iterations,19
times of actions,"[[0, 1.1072909832000732], [1, 0.9879562854766846], [0, 1.74696946144104], [1, 1.6350066661834717], [0, 1.9739971160888672], [1, 1.8739449977874756], [0, 1.9210751056671143], [1, 1.9569952487945557], [0, 1.953061580657959], [1, 2.2060415744781494], [0, 2.1199076175689697], [1, 2.10204815864563], [0, 2.210012435913086], [1, 2.4500439167022705], [0, 2.443042516708374], [1, 2.5579943656921387], [0, 2.5900392532348633], [1, 2.65799880027771], [0, 2.4491569995880127], [1, 2.4510045051574707]]"
winner,none
game,281
iterations,29
times of actions,"[[0, 1.879002332687378], [1, 1.882033109664917], [0, 2.0350406169891357], [1, 1.944047451019287], [0, 1.9519479274749756], [1, 1.9710419178009033], [0, 1.990058422088623], [1, 1.9670031070709229], [0, 2.1250522136688232], [1, 2.0790505409240723], [0, 2.6399998664855957], [1, 3.445044994354248], [0, 4.30804181098938], [1, 3.4534759521484375], [0, 4.5230019092559814], [1, 3.403003454208374], [0, 4.412050247192383], [1, 3.401041269302368], [0, 4.7080419063568115], [1, 3.385040283203125], [0, 4.47904896736145], [1, 3.2920029163360596], [0, 4.447039365768433], [1, 2.944042444229126], [0, 3.9410479068756104], [1, 2.7270028591156006], [0, 3.9150044918060303], [1, 2.669983386993408], [0, 3.539039373397827]]"
winner,red
game,282
iterations,33
times of actions,"[[0, 1.6319694519042969], [1, 1.940997838973999], [0, 1.8919970989227295], [1, 1.9270188808441162], [0, 1.9389653205871582], [1, 2.1269679069519043], [0, 1.9989581108093262], [1, 2.128103494644165], [0, 2.385058641433716], [1, 3.555037260055542], [0, 4.242939233779907], [1, 3.6810059547424316], [0, 4.192003011703491], [1, 3.6129088401794434], [0, 4.1770102977752686], [1, 3.744493246078491], [0, 4.1349687576293945], [1, 3.5730111598968506], [0, 4.06100606918335], [1, 3.78200101852417], [0, 4.0540101528167725], [1, 3.56398868560791], [0, 4.096001625061035], [1, 3.7800071239471436], [0, 4.082005023956299], [1, 3.4280266761779785], [0, 3.796534538269043], [1, 2.9980533123016357], [0, 3.469987392425537], [1, 2.871006965637207], [0, 3.3244059085845947], [1, 2.8429336547851562], [0, 3.4970009326934814], [1, 2.8250198364257812]]"
winner,none
game,283
iterations,27
times of actions,"[[0, 2.062432050704956], [1, 2.1290171146392822], [0, 2.3849380016326904], [1, 3.6020078659057617], [0, 4.33896803855896], [1, 3.5859427452087402], [0, 4.140984058380127], [1, 3.583038568496704], [0, 4.338953733444214], [1, 3.593047857284546], [0, 4.207955360412598], [1, 3.8209619522094727], [0, 4.367957592010498], [1, 3.6180434226989746], [0, 4.146005153656006], [1, 3.5780019760131836], [0, 4.250994920730591], [1, 3.5310213565826416], [0, 4.212986946105957], [1, 3.5079996585845947], [0, 4.040006875991821], [1, 2.8630402088165283], [0, 3.4809887409210205], [1, 2.8740005493164062], [0, 3.342994213104248], [1, 3.0899546146392822], [0, 3.30195951461792], [1, 2.7940006256103516]]"
winner,none
game,284
iterations,11
times of actions,"[[0, 1.8960015773773193], [1, 1.959991693496704], [0, 1.9479522705078125], [1, 2.164954662322998], [0, 2.0350427627563477], [1, 2.2220399379730225], [0, 2.4799435138702393], [1, 2.4820003509521484], [0, 2.485960006713867], [1, 2.5379951000213623], [0, 2.5939981937408447], [1, 2.4820001125335693]]"
winner,none
game,285
iterations,17
times of actions,"[[0, 1.9654145240783691], [1, 1.8630030155181885], [0, 2.022993564605713], [1, 2.1367361545562744], [0, 2.60306978225708], [1, 3.5240533351898193], [0, 4.296066761016846], [1, 3.5060055255889893], [0, 4.539138317108154], [1, 3.443039894104004], [0, 4.399988651275635], [1, 3.374042272567749], [0, 4.57199239730835], [1, 3.25205135345459], [0, 4.227051258087158], [1, 2.59200382232666], [0, 3.358999013900757]]"
winner,red
game,286
iterations,75
times of actions,"[[0, 1.9482169151306152], [1, 1.9240093231201172], [0, 1.9560415744781494], [1, 1.9940054416656494], [0, 1.9749541282653809], [1, 2.0360569953918457], [0, 2.0980031490325928], [1, 2.3540525436401367], [0, 3.6790544986724854], [1, 4.123983383178711], [0, 3.5944793224334717], [1, 4.1380674839019775], [0, 3.792001724243164], [1, 4.146044015884399], [0, 3.595043420791626], [1, 4.106993198394775], [0, 3.7480015754699707], [1, 4.127998113632202], [0, 3.6190552711486816], [1, 4.15803861618042], [0, 3.7340385913848877], [1, 4.024207830429077], [0, 3.5590555667877197], [1, 4.149007081985474], [0, 3.6530396938323975], [1, 4.273044109344482], [0, 3.4370415210723877], [1, 4.204974889755249], [0, 3.6740386486053467], [1, 4.162003755569458], [0, 3.4410462379455566], [1, 4.184050559997559], [0, 4.495038747787476], [1, 3.3070359230041504], [0, 4.284042596817017], [1, 3.3085477352142334], [0, 4.546066045761108], [1, 3.371004104614258], [0, 4.376041889190674], [1, 3.3910000324249268], [0, 4.534059286117554], [1, 3.3720247745513916], [0, 4.256949424743652], [1, 3.2130465507507324], [0, 4.577000856399536], [1, 3.4230499267578125], [0, 4.361005067825317], [1, 3.214043617248535], [0, 3.8190464973449707], [1, 2.8340437412261963], [0, 4.389041900634766], [1, 3.1790573596954346], [0, 4.217052698135376], [1, 3.299039602279663], [0, 4.153019905090332], [1, 2.6640403270721436], [0, 3.4010047912597656], [1, 2.3600447177886963], [0, 3.8000447750091553], [1, 2.503000497817993], [0, 4.096041917800903], [1, 3.334043502807617], [0, 4.104009389877319], [1, 3.613962173461914], [0, 4.120001554489136], [1, 3.572042465209961], [0, 4.234002351760864], [1, 3.840019941329956], [0, 4.207001447677612], [1, 3.5860002040863037], [0, 4.305042743682861], [1, 3.7400407791137695], [0, 4.530041933059692], [1, 3.575040578842163], [0, 4.326047897338867], [1, 3.6889970302581787]]"
winner,none
game,287
iterations,35
times of actions,"[[0, 1.8976805210113525], [1, 1.8369498252868652], [0, 1.9449782371520996], [1, 1.8920481204986572], [0, 1.9459924697875977], [1, 2.2229909896850586], [0, 2.349938154220581], [1, 3.329986572265625], [0, 4.353053092956543], [1, 3.4469990730285645], [0, 4.387999057769775], [1, 3.42496395111084], [0, 4.203967332839966], [1, 3.4339470863342285], [0, 4.3639421463012695], [1, 3.456963539123535], [0, 4.170097827911377], [1, 3.5269455909729004], [0, 4.401060104370117], [1, 3.515970230102539], [0, 4.200940370559692], [1, 3.444995880126953], [0, 4.407002210617065], [1, 3.4419872760772705], [0, 4.166961908340454], [1, 3.4709675312042236], [0, 4.447961807250977], [1, 3.430994749069214], [0, 4.092045307159424], [1, 2.8959622383117676], [0, 3.4380011558532715], [1, 2.9820010662078857], [0, 3.2879981994628906], [1, 2.807997226715088], [0, 3.295949697494507], [1, 2.828967332839966]]"
winner,none
game,288
iterations,34
times of actions,"[[0, 1.2298047542572021], [1, 1.856034278869629], [0, 1.797041893005371], [1, 1.9520435333251953], [0, 1.9261572360992432], [1, 1.9750430583953857], [0, 1.940990924835205], [1, 1.9970002174377441], [0, 2.2010414600372314], [1, 2.3879988193511963], [0, 3.3290467262268066], [1, 4.365043640136719], [0, 3.3870389461517334], [1, 4.5130088329315186], [0, 3.465043544769287], [1, 4.31804084777832], [0, 3.3869986534118652], [1, 4.477055072784424], [0, 3.359003782272339], [1, 4.398986339569092], [0, 3.336047649383545], [1, 4.4549477100372314], [0, 3.01203989982605], [1, 3.9840023517608643], [0, 2.8660435676574707], [1, 3.830000877380371], [0, 3.1540369987487793], [1, 3.668010950088501], [0, 2.2580456733703613], [1, 3.0410051345825195], [0, 1.9480607509613037], [1, 3.0260376930236816], [0, 1.6640567779541016], [1, 2.5690419673919678]]"
winner,blue
game,289
iterations,15
times of actions,"[[0, 1.7504980564117432], [1, 1.6470379829406738], [0, 1.9460351467132568], [1, 1.8660144805908203], [0, 1.938042163848877], [1, 2.1300442218780518], [0, 1.9520034790039062], [1, 2.0180437564849854], [0, 2.079998731613159], [1, 2.2380447387695312], [0, 2.456042528152466], [1, 2.4540038108825684], [0, 2.663980722427368], [1, 2.4679973125457764], [0, 2.465998411178589], [1, 2.48799729347229]]"
winner,none
game,290
iterations,32
times of actions,"[[0, 1.8798575401306152], [1, 1.874004602432251], [0, 1.9739797115325928], [1, 2.1040401458740234], [0, 1.9770400524139404], [1, 2.008655309677124], [0, 2.1060431003570557], [1, 2.400043249130249], [0, 3.4328200817108154], [1, 4.70301628112793], [0, 3.4829983711242676], [1, 4.404961824417114], [0, 3.460998773574829], [1, 4.610002756118774], [0, 3.380964756011963], [1, 4.395963907241821], [0, 3.3390040397644043], [1, 4.6309974193573], [0, 3.4009978771209717], [1, 4.21394944190979], [0, 2.980998992919922], [1, 3.4439618587493896], [0, 1.8510029315948486], [1, 3.137957811355591], [0, 1.883997917175293], [1, 2.956995964050293], [0, 2.186007499694824], [1, 3.7560431957244873], [0, 2.99401593208313], [1, 2.685941219329834], [0, 1.6709532737731934], [1, 2.595963954925537]]"
winner,blue
game,291
iterations,24
times of actions,"[[0, 1.912031650543213], [1, 2.0049965381622314], [0, 2.1860408782958984], [1, 2.4300405979156494], [0, 3.5270047187805176], [1, 4.422043085098267], [0, 3.436040163040161], [1, 4.66299843788147], [0, 3.4230051040649414], [1, 4.489003896713257], [0, 3.408006429672241], [1, 4.5770416259765625], [0, 3.311953544616699], [1, 4.499013900756836], [0, 3.2725985050201416], [1, 4.505038499832153], [0, 2.3400344848632812], [1, 3.36506986618042], [0, 2.200042486190796], [1, 3.0020015239715576], [0, 2.273040533065796], [1, 2.877044677734375], [0, 1.8820030689239502], [1, 2.481045961380005]]"
winner,blue
game,292
iterations,30
times of actions,"[[0, 1.6802449226379395], [1, 1.6130037307739258], [0, 1.9390559196472168], [1, 2.0090415477752686], [0, 2.102006435394287], [1, 2.0240509510040283], [0, 1.980039358139038], [1, 2.0380055904388428], [0, 2.1180405616760254], [1, 2.416003942489624], [0, 3.6370394229888916], [1, 4.384039640426636], [0, 3.50199031829834], [1, 4.3670055866241455], [0, 3.8010406494140625], [1, 4.501003265380859], [0, 3.4460415840148926], [1, 4.381042957305908], [0, 3.6399662494659424], [1, 4.6170408725738525], [0, 3.2220394611358643], [1, 4.08600378036499], [0, 2.518998622894287], [1, 3.262000322341919], [0, 2.3350071907043457], [1, 2.4880428314208984], [0, 1.8000013828277588], [1, 2.439054012298584], [0, 2.0700035095214844], [1, 2.9170420169830322]]"
